日付,方法,カテゴリ,カテゴリの内訳,支払元,入金先,品目,メモ,お店,通貨,収入,支出,振替
2022-09-20,payment,食費,食料品,-,-,冷やし中華しょうゆだれ,,業務スーパー　リカーキング府中本宿店,JPY,0,98,0
2022-09-20,payment,食費,食料品,-,-,白菜キムチ400g,,業務スーパー　リカーキング府中本宿店,JPY,0,188,0
2022-09-20,payment,食費,食料品,-,-,冷凍白ねぎカット,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2022-09-20,payment,食費,食料品,-,-,さば水煮缶詰,,業務スーパー　リカーキング府中本宿店,JPY,0,99,0
2022-09-20,payment,食費,食料品,-,-,さば味噌煮缶詰,,業務スーパー　リカーキング府中本宿店,JPY,0,99,0
2022-09-20,payment,食費,食料品,-,-,オリバープロ仕様ウスタ,,業務スーパー　リカーキング府中本宿店,JPY,0,148,0
2022-09-19,payment,食費,食料品,-,-,外税,,西友　国立店,JPY,0,6,0
2022-09-19,payment,食費,食料品,-,-,ミツイキヌ,,西友　国立店,JPY,0,76,0
2022-09-19,payment,日用雑貨,消耗品,-,-,日東食品工業ペットボト,,ダイソー,JPY,0,108,0
2022-09-19,payment,日用雑貨,消耗品,-,-,超強粘着両面ゲルテープ,,ダイソー,JPY,0,110,0
2022-09-18,transfer,,,住信 SBI ネット銀行 代表口座,現金,,,,JPY,0,0,10000
2022-09-15,payment,水道・光熱,電気料金,-,-,,,looop電気,JPY,0,6238,0
2022-09-13,payment,食費,食料品,現金,-,大介支払い,,ロピア,JPY,0,-321,0
2022-09-13,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,66,0
2022-09-13,payment,食費,食料品,現金,-,割引,,ロピア,JPY,0,-80,0
2022-09-13,payment,食費,食料品,現金,-,スコーンピスタチオ,,ロピア,JPY,0,398,0
2022-09-13,payment,食費,食料品,現金,-,モヤシ,,ロピア,JPY,0,19,0
2022-09-13,payment,食費,食料品,現金,-,レヴBESTORIOEXVオイル,,ロピア,JPY,0,499,0
2022-09-13,payment,食費,食料品,-,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-6862,0
2022-09-13,payment,食費,食料品,-,-,,,業務スーパー　リカーキング府中本宿店,JPY,0,26,0
2022-09-13,payment,食費,食料品,-,-,/Jgt,,業務スーパー　リカーキング府中本宿店,JPY,0,331,0
2022-09-13,payment,食費,食料品,-,-,N埴厚豆乳栩,,業務スーパー　リカーキング府中本宿店,JPY,0,33,0
2022-09-13,payment,食費,食料品,-,-,4凍ポテト,,業務スーパー　リカーキング府中本宿店,JPY,0,298,0
2022-09-13,payment,食費,食料品,-,-,吻細朧II崗38瑞II,,業務スーパー　リカーキング府中本宿店,JPY,0,6531,0
2022-09-11,payment,食費,食料品,現金,-,天然水,,ジェーソン西国分寺店,JPY,0,211,0
2022-09-11,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,12,0
2022-09-11,payment,食費,食料品,-,-,絹とうふ3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2022-09-11,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,128,0
2022-09-11,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,98,0
2022-09-11,payment,食費,食料品,-,-,にんにく(中国産),,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2022-09-11,payment,食費,食料品,-,-,サラダスティック,,業務スーパー　リカーキング府中本宿店,JPY,0,55,0
2022-09-11,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,29,0
2022-09-11,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,20,0
2022-09-11,payment,食費,食料品,-,-,チョリソーウインナ,,業務スーパー　リカーキング府中本宿店,JPY,0,318,0
2022-09-11,payment,食費,食料品,-,-,むき枝豆,,業務スーパー　リカーキング府中本宿店,JPY,0,228,0
2022-09-11,payment,食費,食料品,-,-,GS白いりごま,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2022-09-11,payment,食費,食料品,-,-,ハチ食品純シナモン,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2022-09-11,payment,食費,食料品,-,-,鶏だしの素(濃厚鶏味,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2022-09-11,payment,食費,食料品,-,-,味付け塩こしょう(詰,,業務スーパー　リカーキング府中本宿店,JPY,0,148,0
2022-09-11,payment,水道・光熱,水道料金,-,-,,,,JPY,0,3333,0
2022-09-10,payment,日用雑貨,消耗品,-,-,グラタン皿(楕円、0.6,,,JPY,0,220,0
2022-09-10,payment,日用雑貨,消耗品,-,-,ウッドカッティングボード,,,JPY,0,110,0
2022-09-09,payment,食費,食料品,-,-,外税,,東武ストア　西国分寺マイン,JPY,0,33,0
2022-09-09,payment,食費,食料品,-,-,Mボンマルシェロゼ,,東武ストア　西国分寺マイン,JPY,0,336,0
2022-09-07,payment,水道・光熱,ガス料金,-,-,ガス料金,,エナジーダイレクト,JPY,0,2502,0
2022-09-06,payment,食費,食料品,-,-,コクサンワカドリムネニク(3マイ),,ロピア,JPY,0,686,0
2022-09-06,payment,食費,食料品,-,-,モリナガニュギョウPARMアンノンイモ,,ロピア,JPY,0,528,0
2022-09-05,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,12,0
2022-09-05,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,128,0
2022-09-05,payment,食費,食料品,-,-,絹とうふ3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2022-09-04,payment,日用雑貨,消耗品,-,-,不明,,サンドラッグ　国立店,JPY,0,-83,0
2022-09-04,payment,日用雑貨,消耗品,-,-,アリエール部屋干し替超J,,サンドラッグ　国立店,JPY,0,547,0
2022-09-03,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,88,0
2022-09-03,payment,食費,食料品,現金,-,オオサカオウショウプルモチスイギョウサ,,ロピア,JPY,0,369,0
2022-09-03,payment,食費,食料品,現金,-,ロッテソウアマジュクナシ185mi,,ロピア,JPY,0,82,0
2022-09-03,payment,食費,食料品,現金,-,メイジエッセルスーパーカップチョコクッ,,ロピア,JPY,0,77,0
2022-09-03,payment,食費,食料品,現金,-,メイジエッセルスーパーカップマッチャ,,ロピア,JPY,0,77,0
2022-09-03,payment,食費,食料品,現金,-,セリアロイルオリオンミニコーラコオリ155,,ロピア,JPY,0,78,0
2022-09-03,payment,食費,食料品,現金,-,タクミノイッピンタイチクワ2コ,,ロピア,JPY,0,119,0
2022-09-03,payment,食費,食料品,現金,-,モリナガホッカイドウハ,,ロピア,JPY,0,299,0
2022-09-03,payment,食費,食料品,-,-,飼大盛攘岐うどん,,業務スーパー　リカーキング府中本宿店,JPY,0,185,0
2022-09-03,payment,食費,食料品,-,-,不明,,業務スーパー　リカーキング府中本宿店,JPY,0,-7958,0
2022-09-03,payment,食費,食料品,-,-,墜梛駕対睾額,,業務スーパー　リカーキング府中本宿店,JPY,0,5200,0
2022-09-03,payment,食費,食料品,-,-,d漸,,業務スーパー　リカーキング府中本宿店,JPY,0,520,0
2022-09-03,payment,食費,食料品,-,-,飼濃畢豆乳輔ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,29,0
2022-09-03,payment,食費,食料品,-,-,タ11貴蜻きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,20,0
2022-09-03,payment,食費,食料品,-,-,N縁@Jj者納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,39,0
2022-09-03,payment,食費,食料品,-,-,オリパープロ仕様ウスタ,,業務スーパー　リカーキング府中本宿店,JPY,0,148,0
2022-09-03,payment,食費,食料品,-,-,畑勧|の料理薔,,業務スーパー　リカーキング府中本宿店,JPY,0,99,0
2022-09-03,payment,食費,食料品,-,-,喘72田中,,業務スーパー　リカーキング府中本宿店,JPY,0,2279,0
2022-09-03,payment,日用雑貨,消耗品,-,-,外税,,西友　国分寺食品館,JPY,0,9,0
2022-09-03,payment,日用雑貨,消耗品,-,-,KKペーパーフキン,,西友　国分寺食品館,JPY,0,90,0
2022-09-03,payment,日用雑貨,消耗品,-,-,液体BL除菌Fお試しR,,株式会社サンドラッグ　国分寺本町店,JPY,0,184,0
2022-09-03,payment,日用雑貨,消耗品,-,-,液体BL除菌Fお試しR,,株式会社サンドラッグ　国分寺本町店,JPY,0,184,0
2022-09-03,payment,日用雑貨,消耗品,-,-,液体BL除菌Fお試し,,株式会社サンドラッグ　国分寺本町店,JPY,0,184,0
2022-09-03,payment,日用雑貨,消耗品,-,-,液体BL除菌Fお試し,,株式会社サンドラッグ　国分寺本町店,JPY,0,184,0
2022-09-03,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-50,0
2022-09-03,payment,日用雑貨,消耗品,-,-,専科パーフェクトホイップ,,株式会社サンドラッグ　国分寺本町店,JPY,0,327,0
2022-08-31,payment,日用雑貨,消耗品,-,-,不明,,株式会社サンドラッグ　国分寺本町店,JPY,0,200,0
2022-08-31,payment,日用雑貨,消耗品,-,-,クリニカFMタテ型,,株式会社サンドラッグ　国分寺本町店,JPY,0,140,0
2022-08-31,payment,日用雑貨,消耗品,-,-,割引,,株式会社サンドラッグ　国分寺本町店,JPY,0,-31,0
2022-08-31,payment,日用雑貨,消耗品,-,-,窃,,株式会社サンドラッグ　国分寺本町店,JPY,0,3,0
2022-08-30,payment,医療・保険,薬代,-,-,不明,,東武ストア　西国分寺マイン,JPY,0,12,0
2022-08-30,payment,医療・保険,薬代,-,-,°s@%ダカラ,,東武ストア　西国分寺マイン,JPY,0,159,0
2022-08-30,payment,医療・保険,薬代,-,-,不明,,クリエイトＳＤ　にしこくマイン店,JPY,0,18,0
2022-08-30,payment,医療・保険,薬代,-,-,サプリメントゼリーエネ,,クリエイトＳＤ　にしこくマイン店,JPY,0,78,0
2022-08-30,payment,医療・保険,薬代,-,-,サプリメントゼリーマル,,クリエイトＳＤ　にしこくマイン店,JPY,0,78,0
2022-08-30,payment,医療・保険,薬代,-,-,バランスパワービッグジ,,クリエイトＳＤ　にしこくマイン店,JPY,0,78,0
2022-08-29,payment,医療・保険,薬代,-,-,不明,,,JPY,0,140,0
2022-08-29,payment,医療・保険,薬代,-,-,外税,,,JPY,0,24,0
2022-08-29,payment,医療・保険,薬代,-,-,,,,JPY,0,5,0
2022-08-29,payment,医療・保険,薬代,-,-,8@サプリメントゼリーエネ,,,JPY,0,8,0
2022-08-29,payment,医療・保険,薬代,-,-,/l@ブルボン食後のデザート,,,JPY,0,88,0
2022-08-29,payment,医療・保険,薬代,-,-,鶏卵パックMS,,,JPY,0,118,0
2022-08-29,payment,医療・保険,薬代,-,-,oキリン世界のキッチンソ,,,JPY,0,58,0
2022-08-29,payment,医療・保険,薬代,-,-,PARMキャラメルパンプキン,,,JPY,0,190,0
2022-08-29,payment,医療・保険,薬代,-,-,カンロマロッシュヨーグ,,,JPY,0,98,0
2022-08-29,payment,医療・保険,薬代,-,-,おでこ冷却シート大人用R,,,JPY,0,249,0
2022-08-29,payment,医療・保険,薬代,-,-,oガリガリ君梨,,,JPY,0,92,0
2022-08-29,payment,医療・保険,薬代,-,-,oガリガリ君ソーダ,,,JPY,0,92,0
2022-08-29,payment,医療・保険,薬代,-,-,oキリンラプズスポーツ,,,JPY,0,128,0
2022-08-25,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,57,0
2022-08-25,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,29,0
2022-08-25,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,20,0
2022-08-25,payment,食費,食料品,-,-,畑緑の小皺豆,,業務スーパー　リカーキング府中本宿店,JPY,0,39,0
2022-08-25,payment,食費,食料品,-,-,ふりかけるちーず,,業務スーパー　リカーキング府中本宿店,JPY,0,225,0
2022-08-25,payment,食費,食料品,-,-,鶏肉だんご,,業務スーパー　リカーキング府中本宿店,JPY,0,170,0
2022-08-25,payment,食費,食料品,-,-,豆板醤,,業務スーパー　リカーキング府中本宿店,JPY,0,238,0
2022-08-23,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,33,0
2022-08-23,payment,食費,食料品,-,-,oヤシマ食品輔とうふ3,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,29,0
2022-08-23,payment,食費,食料品,-,-,o小粒納豆(たれ、からし無,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,42,0
2022-08-23,payment,食費,食料品,-,-,ojオイルAJINOMOT,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,348,0
2022-08-23,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-100,0
2022-08-23,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,47,0
2022-08-23,payment,食費,食料品,現金,-,ナガネギ,,オーケー　西国分寺店,JPY,0,93,0
2022-08-23,payment,食費,食料品,現金,-,S&Bコショーフクロ40g,,オーケー　西国分寺店,JPY,0,146,0
2022-08-23,payment,食費,食料品,現金,-,フジッコオトクヨウ136g,,オーケー　西国分寺店,JPY,0,360,0
2022-08-22,payment,日用雑貨,消耗品,-,-,国分寺市可燃ゴミM10枚,,セブン‐イレブン　国立東３丁目店,JPY,0,200,0
2022-08-20,payment,食費,食料品,-,-,ホンジツbウフビヨリキヌ,,ジェーソン西国分寺店,JPY,0,39,0
2022-08-20,payment,食費,食料品,-,-,テンネンスイピュア)モIJ,,ジェーソン西国分寺店,JPY,0,196,0
2022-08-20,payment,食費,食料品,-,-,ムカシナツカシイイチゴカキゴオIjサ,,ジェーソン西国分寺店,JPY,0,99,0
2022-08-20,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,17,0
2022-08-20,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,118,0
2022-08-20,payment,食費,食料品,-,-,SBとろけるカレー中辛1,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,98,0
2022-08-17,payment,水道・光熱,電気料金,-,-,,loopでんき,,JPY,0,7954,0
2022-08-16,payment,日用雑貨,消耗品,-,-,外税,,西友　国立店,JPY,0,51,0
2022-08-16,payment,日用雑貨,消耗品,-,-,"KKlイIメッI・,s",,西友　国立店,JPY,0,268,0
2022-08-16,payment,日用雑貨,消耗品,-,-,KKソフトパックティッシュ,,西友　国立店,JPY,0,248,0
2022-08-16,payment,日用雑貨,消耗品,-,-,不明,,西友　国分寺食品館,JPY,0,-156,0
2022-08-16,payment,日用雑貨,消耗品,-,-,,,西友　国分寺食品館,JPY,0,15,0
2022-08-16,payment,日用雑貨,消耗品,-,-,キホンキッチンタオル,,西友　国分寺食品館,JPY,0,156,0
2022-08-16,payment,日用雑貨,消耗品,-,-,4973450117894,,西友　国分寺食品館,JPY,0,158,0
2022-08-16,payment,食費,食料品,-,-,一'シリコーン薔催径約14,,,JPY,0,110,0
2022-08-16,payment,食費,食料品,-,-,水切りネット(ストッキン,,,JPY,0,110,0
2022-08-16,payment,食費,食料品,現金,-,外税,,,JPY,0,66,0
2022-08-16,payment,食費,食料品,現金,-,コクサンワカドリムネニク(4マイ),,,JPY,0,500,0
2022-08-16,payment,食費,食料品,現金,-,ロッテソウレンニュウイチゴ185mi,,,JPY,0,69,0
2022-08-16,payment,食費,食料品,現金,-,ロッテソウアマジュクナシ185mi,,,JPY,0,69,0
2022-08-16,payment,食費,食料品,現金,-,ロピアオニクヤサンノキムチ,,,JPY,0,199,0
2022-08-16,payment,食費,食料品,-,-,不明,,株式会社和光　府中店,JPY,0,548,0
2022-08-16,payment,食費,食料品,-,-,冠針,,株式会社和光　府中店,JPY,0,0,0
2022-08-16,payment,食費,食料品,-,-,ヨフ粕:ユ将筆ユ,,株式会社和光　府中店,JPY,0,15,0
2022-08-16,payment,食費,食料品,-,-,:'Tt,,株式会社和光　府中店,JPY,0,52,0
2022-08-16,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,89,0
2022-08-16,payment,食費,食料品,-,-,にんにく(中国産)3P,,業務スーパー　リカーキング府中本宿店,JPY,0,78,0
2022-08-16,payment,食費,食料品,-,-,銅名濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,29,0
2022-08-16,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,20,0
2022-08-16,payment,食費,食料品,-,-,/t8チ渦リソーウインナー,,業務スーパー　リカーキング府中本宿店,JPY,0,318,0
2022-08-16,payment,食費,食料品,-,-,CF枝豆,,業務スーパー　リカーキング府中本宿店,JPY,0,218,0
2022-08-16,payment,食費,食料品,-,-,譲備,,業務スーパー　リカーキング府中本宿店,JPY,0,458,0
2022-08-13,payment,日用雑貨,消耗品,-,-,外税,,,JPY,0,50,0
2022-08-13,payment,日用雑貨,消耗品,-,-,sooジャンプ傘透明65,,,JPY,0,300,0
2022-08-13,payment,日用雑貨,消耗品,-,-,jハンガーロープフック付*6m,,,JPY,0,100,0
2022-08-13,payment,日用雑貨,消耗品,-,-,iシリロン幽キャvプ2,,,JPY,0,100,0
2022-08-10,payment,通信,インターネット関連費,-,-,,NURO,,JPY,0,5216,0
2022-08-09,payment,食費,食料品,-,-,不明,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,110,0
2022-08-09,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,9,0
2022-08-09,payment,食費,食料品,-,-,鶏卵パックMS,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,8,0
2022-08-09,payment,食費,食料品,現金,-,外税,,,JPY,0,78,0
2022-08-09,payment,食費,食料品,現金,-,コクサンワカドリムネニク(4マイ),,,JPY,0,460,0
2022-08-09,payment,食費,食料品,現金,-,マルナガシロクマデザートカフェラテ,,,JPY,0,118,0
2022-08-09,payment,食費,食料品,現金,-,カネコミソシオコウジ320G,,,JPY,0,199,0
2022-08-09,payment,食費,食料品,現金,-,オロシショウガチューブ280,,,JPY,0,199,0
2022-08-09,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,28,0
2022-08-09,payment,食費,食料品,-,-,一正サラダスティック,,業務スーパー　リカーキング府中本宿店,JPY,0,59,0
2022-08-09,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,29,0
2022-08-09,payment,食費,食料品,-,-,秀月ちくわ,,業務スーパー　リカーキング府中本宿店,JPY,0,69,0
2022-08-09,payment,食費,食料品,-,-,緑の小粒納豆,,業務スーパー　リカーキング府中本宿店,JPY,0,39,0
2022-08-09,payment,食費,食料品,-,-,神戸物産そうめん,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
2022-08-07,payment,日用雑貨,消耗品,-,-,|ゝ~ー:/,,サンドラッグ　国立店,JPY,0,184,0
2022-08-07,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　国立店,JPY,0,-33,0
2022-08-07,payment,日用雑貨,消耗品,-,-,バスラボボトルSクーノレ,,サンドラッグ　国立店,JPY,0,214,0
2022-08-07,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　立川南口店,JPY,0,-28,0
2022-08-07,payment,日用雑貨,消耗品,-,-,ミルキィシトラス詰替,,サンドラッグ　立川南口店,JPY,0,184,0
2022-08-07,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ　国立店,JPY,0,-61,0
2022-08-07,payment,日用雑貨,消耗品,-,-,キレイキレイ泡特大増量#,,サンドラッグ　国立店,JPY,0,404,0
2022-08-07,payment,日用雑貨,消耗品,-,-,割引,,サンドラッグ国分寺日吉店,JPY,0,-33,0
2022-08-07,payment,日用雑貨,消耗品,-,-,イーネラップミニ(P,,サンドラッグ国分寺日吉店,JPY,0,217,0
2022-08-05,payment,食費,食料品,-,-,タ何勝,,ジェーソン西国分寺店,JPY,0,23,0
2022-08-05,payment,食費,食料品,-,-,c)49,,ジェーソン西国分寺店,JPY,0,294,0
2022-08-05,payment,水道・光熱,ガス料金,-,-,,,エナジーダイレクト,JPY,0,2299,0
2022-08-02,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,43,0
2022-08-02,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,58,0
2022-08-02,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,20,0
2022-08-02,payment,食費,食料品,-,-,秀月ちくわ,,業務スーパー　リカーキング府中本宿店,JPY,0,69,0
2022-08-02,payment,食費,食料品,-,-,ふりかけるちーず,,業務スーパー　リカーキング府中本宿店,JPY,0,225,0
2022-08-02,payment,食費,食料品,-,-,肉だんご,,業務スーパー　リカーキング府中本宿店,JPY,0,170,0
2022-08-02,payment,食費,食料品,現金,-,,,ロピア,JPY,0,11,0
2022-08-02,payment,食費,食料品,現金,-,外税,,ロピア,JPY,0,108,0
2022-08-02,payment,食費,食料品,現金,-,コクサンワカドリムネニク(3マイ),,ロピア,JPY,0,597,0
2022-08-02,payment,食費,食料品,現金,-,本サントリーホロヨイマンゴーFピーチ3,,ロピア,JPY,0,90,0
2022-08-02,payment,食費,食料品,現金,-,モリナガニュウギョウMOWバタークッキ,,ロピア,JPY,0,354,0
2022-08-02,payment,食費,食料品,現金,-,カケテオイシイジュンセイゴマアブラ,,ロピア,JPY,0,399,0
2022-08-02,payment,日用雑貨,消耗品,-,-,外税,,,JPY,0,20,0
2022-08-02,payment,日用雑貨,消耗品,-,-,PBロングコート収納カパー,,,JPY,0,100,0
2022-08-02,payment,日用雑貨,消耗品,-,-,洋服カパー,,,JPY,0,100,0
2022-07-30,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,31,0
2022-07-30,payment,食費,食料品,現金,-,外税,,オーケー　西国分寺店,JPY,0,59,0
2022-07-30,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-19,0
2022-07-30,payment,食費,食料品,現金,-,S&Bラーユ31g,,オーケー　西国分寺店,JPY,0,90,0
2022-07-30,payment,食費,食料品,現金,-,割引,,オーケー　西国分寺店,JPY,0,-2,0
2022-07-30,payment,食費,食料品,現金,-,ニッスイイキチクワ,,オーケー　西国分寺店,JPY,0,78,0
2022-07-30,payment,食費,食料品,現金,-,S&Bアラビキコショーフクロ40g,,オーケー　西国分寺店,JPY,0,146,0
2022-07-30,payment,食費,食料品,現金,-,ツブアンオハギ,,オーケー　西国分寺店,JPY,0,179,0
2022-07-30,payment,食費,食料品,現金,-,キリンヒョウケツメロン350ml,,オーケー　西国分寺店,JPY,0,93,0
2022-07-30,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,20,0
2022-07-30,payment,食費,食料品,-,-,森永あじわい便り1000,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,138,0
2022-07-30,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,118,0
2022-07-30,payment,食費,食料品,現金,-,サントリービームハイコーラ350ml,,オーケー　西国分寺店,JPY,0,128,0
2022-07-30,payment,食費,食料品,現金,-,SUコダワリサカバシオ350,,オーケー　西国分寺店,JPY,0,91,0
2022-07-30,payment,食費,食料品,現金,-,Kカコウバレイショデンプン500g,,オーケー　西国分寺店,JPY,0,169,0
2022-07-30,payment,食費,食料品,現金,-,Kアンニンドウフ60g*3p,,オーケー　西国分寺店,JPY,0,99,0
2022-07-28,payment,食費,食料品,-,-,不明,,ジェーソン西国分寺店,JPY,0,-196,0
2022-07-28,payment,食費,食料品,-,-,タ何蒔,,ジェーソン西国分寺店,JPY,0,15,0
2022-07-28,payment,食費,食料品,-,-,ノ』帽+,,ジェーソン西国分寺店,JPY,0,196,0
2022-07-28,payment,食費,食料品,-,-,テンネンスイE゜ユアノモリ,,ジェーソン西国分寺店,JPY,0,196,0
2022-07-25,payment,食費,食料品,-,-,外税,,株式会社和光　府中店,JPY,0,10,0
2022-07-25,payment,食費,食料品,-,-,肉厚生椎茸,,株式会社和光　府中店,JPY,0,128,0
2022-07-25,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,59,0
2022-07-25,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,29,0
2022-07-25,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,20,0
2022-07-25,payment,食費,食料品,-,-,畑緑の小喘豆,,業務スーパー　リカーキング府中本宿店,JPY,0,39,0
2022-07-25,payment,食費,食料品,-,-,冷凍ポテト,,業務スーパー　リカーキング府中本宿店,JPY,0,298,0
2022-07-25,payment,食費,食料品,-,-,冷凍白ねぎカット,,業務スーパー　リカーキング府中本宿店,JPY,0,198,0
2022-07-25,payment,食費,食料品,-,-,神戸シェフマヨネーズ,,業務スーパー　リカーキング府中本宿店,JPY,0,158,0
2022-07-25,payment,食費,食料品,現金,-,大介払いあり,,,JPY,0,0,0
2022-07-25,payment,食費,食料品,現金,-,外税,,,JPY,0,44,0
2022-07-25,payment,食費,食料品,現金,-,+8ブタキIJ朴シ,,,JPY,0,487,0
2022-07-24,payment,日用雑貨,消耗品,-,-,不明,,デコホーム,JPY,0,1006,0
2022-07-24,payment,日用雑貨,消耗品,-,-,謎屁暦f2ド,,デコホーム,JPY,0,11,0
2022-07-24,payment,日用雑貨,消耗品,-,-,外税,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,10,0
2022-07-24,payment,日用雑貨,消耗品,-,-,ハンガーラック鴨居用,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,100,0
2022-07-22,payment,交際費,その他,-,-,,ちいかわ,,JPY,0,2990,0
2022-07-19,payment,食費,食料品,-,-,外税,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,14,0
2022-07-19,payment,食費,食料品,-,-,鶏卵パックMS10個,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,118,0
2022-07-19,payment,食費,食料品,-,-,タカノフーズ味わい小粒,,クリエイトＳ・Ｄ府中武蔵台店,JPY,0,58,0
2022-07-18,payment,食費,食料品,-,-,外税,,業務スーパー　リカーキング府中本宿店,JPY,0,52,0
2022-07-18,payment,食費,食料品,-,-,サラダスティック,,業務スーパー　リカーキング府中本宿店,JPY,0,59,0
2022-07-18,payment,食費,食料品,-,-,濃厚豆乳絹ごし,,業務スーパー　リカーキング府中本宿店,JPY,0,58,0
2022-07-18,payment,食費,食料品,-,-,1食焼きそば,,業務スーパー　リカーキング府中本宿店,JPY,0,20,0
2022-07-18,payment,食費,食料品,-,-,香り高いミルクココア,,業務スーパー　リカーキング府中本宿店,JPY,0,188,0
2022-07-18,payment,食費,食料品,-,-,わかめ,,業務スーパー　リカーキング府中本宿店,JPY,0,138,0
2022-07-18,payment,食費,食料品,-,-,讃岐そうめん,,業務スーパー　リカーキング府中本宿店,JPY,0,188,0
2022-07-16,payment,日用雑貨,消耗品,-,-,外税,,,JPY,0,38,0
2022-07-16,payment,日用雑貨,消耗品,-,-,割引,,,JPY,0,-96,0
2022-07-16,payment,日用雑貨,消耗品,-,-,"ず*NXOO*%*eg.,v-",,,JPY,0,478,0
2022-07-16,payment,日用雑貨,消耗品,-,-,外税,,１００円ショップ　キャンドゥ西国分寺マイン店,JPY,0,10,0
